obs_id;Level;Object;constraint_string;op_type;dictionary;data_object;template;left_op;right_op;support;nat_lang_template;label_based_generality;object_based_generality;name_based_generality;individual_relevance_scores;semantic_based_relevance;fitted_obs_id;relevance_score;log_label_left;log_label_right;violation;num_violations
d3739dd1-251f-4e67-964a-96293de0ab7b_Object_customer contact role added partner enablement contact_Object_customer contact role added partner;Activity;;Succession[customer contact role added partner enablement contact, customer contact role added partner] | | |;Binary;set();set();Precedence;customer contact role added partner enablement contact;customer contact role added partner;4;{1} occurs if and only if it is followed by {2};0.8902499750256538;0.3843390941619873;0.0;{'customer contact role added partner enablement contact': 0.6404120326042175, 'customer contact role added partner': 0.583226203918457};0.6118191182613373;d3739dd1-251f-4e67-964a-96293de0ab7b_Object_customer contact role added partner enablement contact_Object_customer contact role added partner;0.5906372064352036;['Customer contact role added: Partner Enablement Contact'];['Customer contact role added: Partner'];d3739dd1-251f-4e67-964a-96293de0ab7b_Object_customer contact role added partner enablement contact_Object_customer contact role added partner;115
d3739dd1-251f-4e67-964a-96293de0ab7b_Object_customer contact role added legal_Object_customer contact role added procurement;Activity;;Succession[customer contact role added legal, customer contact role added procurement] | | |;Binary;set();set();Precedence;customer contact role added legal;customer contact role added procurement;4;{1} occurs if and only if it is followed by {2};0.8902499750256538;0.3843390941619873;0.0;{'customer contact role added legal': 0.5346662998199463, 'customer contact role added procurement': 0.5689608454704285};0.5518135726451874;d3739dd1-251f-4e67-964a-96293de0ab7b_Object_customer contact role added legal_Object_customer contact role added procurement;0.5366322153806686;['Customer contact role added: Legal'];['Customer contact role added: Procurement'];d3739dd1-251f-4e67-964a-96293de0ab7b_Object_customer contact role added legal_Object_customer contact role added procurement;236
d3739dd1-251f-4e67-964a-96293de0ab7b_Object_customer contact role added legal_Object_customer contact role added partner;Activity;;Succession[customer contact role added legal, customer contact role added partner] | | |;Binary;set();set();Precedence;customer contact role added legal;customer contact role added partner;4;{1} occurs if and only if it is followed by {2};0.8902499750256538;0.3843390941619873;0.0;{'customer contact role added legal': 0.5346662998199463, 'customer contact role added partner': 0.583226203918457};0.5589462518692017;d3739dd1-251f-4e67-964a-96293de0ab7b_Object_customer contact role added legal_Object_customer contact role added partner;0.5430516266822816;['Customer contact role added: Legal'];['Customer contact role added: Partner'];d3739dd1-251f-4e67-964a-96293de0ab7b_Object_customer contact role added legal_Object_customer contact role added partner;118
d3739dd1-251f-4e67-964a-96293de0ab7b_Object_customer contact role added legal_Object_customer contact role added economic buyer;Activity;;Succession[customer contact role added legal, customer contact role added economic buyer] | | |;Binary;set();set();Precedence;customer contact role added legal;customer contact role added economic buyer;4;{1} occurs if and only if it is followed by {2};0.8902499750256538;0.3843390941619873;0.0;{'customer contact role added legal': 0.5346662998199463, 'customer contact role added economic buyer': 0.5236126184463501};0.5291394591331482;d3739dd1-251f-4e67-964a-96293de0ab7b_Object_customer contact role added legal_Object_customer contact role added economic buyer;0.5162255132198333;['Customer contact role added: Legal'];['Customer contact role added: Economic Buyer'];d3739dd1-251f-4e67-964a-96293de0ab7b_Object_customer contact role added legal_Object_customer contact role added economic buyer;218
d3739dd1-251f-4e67-964a-96293de0ab7b_Object_customer contact role added legal_Object_customer contact role added technical buyer;Activity;;Succession[customer contact role added legal, customer contact role added technical buyer] | | |;Binary;set();set();Precedence;customer contact role added legal;customer contact role added technical buyer;4;{1} occurs if and only if it is followed by {2};0.8902499750256538;0.3843390941619873;0.0;{'customer contact role added legal': 0.5346662998199463, 'customer contact role added technical buyer': 0.5193029642105103};0.5269846320152283;d3739dd1-251f-4e67-964a-96293de0ab7b_Object_customer contact role added legal_Object_customer contact role added technical buyer;0.5142861688137055;['Customer contact role added: Legal'];['Customer contact role added: Technical Buyer'];d3739dd1-251f-4e67-964a-96293de0ab7b_Object_customer contact role added legal_Object_customer contact role added technical buyer;137
d3739dd1-251f-4e67-964a-96293de0ab7b_Object_customer contact role added legal_Object_customer contact role added partner enablement contact;Activity;;Succession[customer contact role added legal, customer contact role added partner enablement contact] | | |;Binary;set();set();Precedence;customer contact role added legal;customer contact role added partner enablement contact;4;{1} occurs if and only if it is followed by {2};0.8902499750256538;0.3843390941619873;0.0;{'customer contact role added legal': 0.5346662998199463, 'customer contact role added partner enablement contact': 0.5384067296981812};0.5365365147590637;d3739dd1-251f-4e67-964a-96293de0ab7b_Object_customer contact role added legal_Object_customer contact role added partner enablement contact;0.5228828632831574;['Customer contact role added: Legal'];['Customer contact role added: Partner Enablement Contact'];d3739dd1-251f-4e67-964a-96293de0ab7b_Object_customer contact role added legal_Object_customer contact role added partner enablement contact;31
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged call_Object_activity logged task call;Activity;;Succession[activity logged call, activity logged task call] | | |;Binary;set();set();Precedence;activity logged call;activity logged task call;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged call': 0.5327697992324829, 'activity logged task call': 0.5197871327400208};0.5262784659862518;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged call_Object_activity logged task call;0.5136506193876267;['Activity logged: Call'];['Activity logged: Task (Call)'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged call_Object_activity logged task call;21777
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged call_Object_activity logged task questionnaire;Activity;;Succession[activity logged call, activity logged task questionnaire] | | |;Binary;set();set();Precedence;activity logged call;activity logged task questionnaire;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged call': 0.5327697992324829, 'activity logged task questionnaire': 0.5502148270606995};0.5414923131465912;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged call_Object_activity logged task questionnaire;0.5273430818319321;['Activity logged: Call'];['Activity logged: Task (Questionnaire)'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged call_Object_activity logged task questionnaire;21491
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged call_Object_activity logged task standard online demo;Activity;;Succession[activity logged call, activity logged task standard online demo] | | |;Binary;set();set();Precedence;activity logged call;activity logged task standard online demo;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged call': 0.5327697992324829, 'activity logged task standard online demo': 0.5081995725631714};0.5204846858978271;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged call_Object_activity logged task standard online demo;0.5084362173080444;['Activity logged: Call'];['Activity logged: Task (Standard Online Demo)'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged call_Object_activity logged task standard online demo;21520
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged call_Object_activity logged task demo preparation;Activity;;Succession[activity logged call, activity logged task demo preparation] | | |;Binary;set();set();Precedence;activity logged call;activity logged task demo preparation;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged call': 0.5327697992324829, 'activity logged task demo preparation': 0.550890326499939};0.5418300628662109;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged call_Object_activity logged task demo preparation;0.5276470565795899;['Activity logged: Call'];['Activity logged: Task (Demo Preparation)'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged call_Object_activity logged task demo preparation;21489
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged call_Object_activity logged task discovery qualification;Activity;;Succession[activity logged call, activity logged task discovery qualification] | | |;Binary;set();set();Precedence;activity logged call;activity logged task discovery qualification;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged call': 0.5327697992324829, 'activity logged task discovery qualification': 0.533447265625};0.5331085324287415;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged call_Object_activity logged task discovery qualification;0.5197976791858673;['Activity logged: Call'];['Activity logged: Task (Discovery / Qualification)'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged call_Object_activity logged task discovery qualification;21498
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged call_Object_activity logged task poc;Activity;;Succession[activity logged call, activity logged task poc] | | |;Binary;set();set();Precedence;activity logged call;activity logged task poc;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged call': 0.5327697992324829, 'activity logged task poc': 0.5317460894584656};0.5322579443454742;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged call_Object_activity logged task poc;0.5190321499109268;['Activity logged: Call'];['Activity logged: Task (POC)'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged call_Object_activity logged task poc;21478
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged call_Object_activity logged task training;Activity;;Succession[activity logged call, activity logged task training] | | |;Binary;set();set();Precedence;activity logged call;activity logged task training;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged call': 0.5327697992324829, 'activity logged task training': 0.5258381962776184};0.5293039977550507;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged call_Object_activity logged task training;0.5163735979795456;['Activity logged: Call'];['Activity logged: Task (Training)'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged call_Object_activity logged task training;21472
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task_Object_activity logged call;Activity;;Succession[activity logged task, activity logged call] | | |;Binary;set();set();Precedence;activity logged task;activity logged call;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task': 0.5336385369300842, 'activity logged call': 0.554847776889801};0.5442431569099426;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task_Object_activity logged call;0.5298188412189484;['Activity logged: Task'];['Activity logged: Call'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task_Object_activity logged call;24615
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task_Object_activity logged task call;Activity;;Succession[activity logged task, activity logged task call] | | |;Binary;set();set();Precedence;activity logged task;activity logged task call;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task': 0.5336385369300842, 'activity logged task call': 0.5197871327400208};0.5267128348350525;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task_Object_activity logged task call;0.5140415513515473;['Activity logged: Task'];['Activity logged: Task (Call)'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task_Object_activity logged task call;9034
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task_Object_activity logged task questionnaire;Activity;;Succession[activity logged task, activity logged task questionnaire] | | |;Binary;set();set();Precedence;activity logged task;activity logged task questionnaire;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task': 0.5336385369300842, 'activity logged task questionnaire': 0.5502148270606995};0.5419266819953918;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task_Object_activity logged task questionnaire;0.5277340137958527;['Activity logged: Task'];['Activity logged: Task (Questionnaire)'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task_Object_activity logged task questionnaire;8392
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task_Object_activity logged task standard online demo;Activity;;Succession[activity logged task, activity logged task standard online demo] | | |;Binary;set();set();Precedence;activity logged task;activity logged task standard online demo;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task': 0.5336385369300842, 'activity logged task standard online demo': 0.5081995725631714};0.5209190547466278;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task_Object_activity logged task standard online demo;0.508827149271965;['Activity logged: Task'];['Activity logged: Task (Standard Online Demo)'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task_Object_activity logged task standard online demo;8440
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task_Object_activity logged task demo preparation;Activity;;Succession[activity logged task, activity logged task demo preparation] | | |;Binary;set();set();Precedence;activity logged task;activity logged task demo preparation;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task': 0.5336385369300842, 'activity logged task demo preparation': 0.550890326499939};0.5422644317150116;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task_Object_activity logged task demo preparation;0.5280379885435105;['Activity logged: Task'];['Activity logged: Task (Demo Preparation)'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task_Object_activity logged task demo preparation;8402
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task_Object_activity logged task discovery qualification;Activity;;Succession[activity logged task, activity logged task discovery qualification] | | |;Binary;set();set();Precedence;activity logged task;activity logged task discovery qualification;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task': 0.5336385369300842, 'activity logged task discovery qualification': 0.533447265625};0.5335429012775421;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task_Object_activity logged task discovery qualification;0.5201886111497879;['Activity logged: Task'];['Activity logged: Task (Discovery / Qualification)'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task_Object_activity logged task discovery qualification;8391
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task_Object_activity logged task poc;Activity;;Succession[activity logged task, activity logged task poc] | | |;Binary;set();set();Precedence;activity logged task;activity logged task poc;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task': 0.5336385369300842, 'activity logged task poc': 0.5317460894584656};0.5326923131942749;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task_Object_activity logged task poc;0.5194230818748474;['Activity logged: Task'];['Activity logged: Task (POC)'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task_Object_activity logged task poc;8373
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task_Object_activity logged task training;Activity;;Succession[activity logged task, activity logged task training] | | |;Binary;set();set();Precedence;activity logged task;activity logged task training;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task': 0.5336385369300842, 'activity logged task training': 0.5258381962776184};0.5297383666038513;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task_Object_activity logged task training;0.5167645299434662;['Activity logged: Task'];['Activity logged: Task (Training)'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task_Object_activity logged task training;8369
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task custom online demo_Object_activity logged call;Activity;;Succession[activity logged task custom online demo, activity logged call] | | |;Binary;set();set();Precedence;activity logged task custom online demo;activity logged call;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task custom online demo': 0.5001252889633179, 'activity logged call': 0.554847776889801};0.5274865329265594;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task custom online demo_Object_activity logged call;0.5147378796339035;['Activity logged: Task (Custom Online Demo)'];['Activity logged: Call'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task custom online demo_Object_activity logged call;21496
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task custom online demo_Object_activity logged task;Activity;;Succession[activity logged task custom online demo, activity logged task] | | |;Binary;set();set();Precedence;activity logged task custom online demo;activity logged task;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task custom online demo': 0.5001252889633179, 'activity logged task': 0.5572495460510254};0.5286874175071716;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task custom online demo_Object_activity logged task;0.5158186757564545;['Activity logged: Task (Custom Online Demo)'];['Activity logged: Task'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task custom online demo_Object_activity logged task;8408
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task custom online demo_Object_activity logged task questionnaire;Activity;;Succession[activity logged task custom online demo, activity logged task questionnaire] | | |;Binary;set();set();Precedence;activity logged task custom online demo;activity logged task questionnaire;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task custom online demo': 0.5001252889633179, 'activity logged task questionnaire': 0.5502148270606995};0.5251700580120087;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task custom online demo_Object_activity logged task questionnaire;0.5126530522108078;['Activity logged: Task (Custom Online Demo)'];['Activity logged: Task (Questionnaire)'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task custom online demo_Object_activity logged task questionnaire;89
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task custom online demo_Object_activity logged task demo preparation;Activity;;Succession[activity logged task custom online demo, activity logged task demo preparation] | | |;Binary;set();set();Precedence;activity logged task custom online demo;activity logged task demo preparation;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task custom online demo': 0.5001252889633179, 'activity logged task demo preparation': 0.550890326499939};0.5255078077316284;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task custom online demo_Object_activity logged task demo preparation;0.5129570269584656;['Activity logged: Task (Custom Online Demo)'];['Activity logged: Task (Demo Preparation)'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task custom online demo_Object_activity logged task demo preparation;100
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task custom online demo_Object_activity logged task discovery qualification;Activity;;Succession[activity logged task custom online demo, activity logged task discovery qualification] | | |;Binary;set();set();Precedence;activity logged task custom online demo;activity logged task discovery qualification;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task custom online demo': 0.5001252889633179, 'activity logged task discovery qualification': 0.533447265625};0.5167862772941589;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task custom online demo_Object_activity logged task discovery qualification;0.5051076495647431;['Activity logged: Task (Custom Online Demo)'];['Activity logged: Task (Discovery / Qualification)'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task custom online demo_Object_activity logged task discovery qualification;92
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task custom online demo_Object_activity logged task poc;Activity;;Succession[activity logged task custom online demo, activity logged task poc] | | |;Binary;set();set();Precedence;activity logged task custom online demo;activity logged task poc;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task custom online demo': 0.5001252889633179, 'activity logged task poc': 0.5317460894584656};0.5159356892108917;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task custom online demo_Object_activity logged task poc;0.5043421202898025;['Activity logged: Task (Custom Online Demo)'];['Activity logged: Task (POC)'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task custom online demo_Object_activity logged task poc;68
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task custom online demo_Object_activity logged task training;Activity;;Succession[activity logged task custom online demo, activity logged task training] | | |;Binary;set();set();Precedence;activity logged task custom online demo;activity logged task training;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task custom online demo': 0.5001252889633179, 'activity logged task training': 0.5258381962776184};0.5129817426204681;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task custom online demo_Object_activity logged task training;0.5016835683584213;['Activity logged: Task (Custom Online Demo)'];['Activity logged: Task (Training)'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task custom online demo_Object_activity logged task training;62
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task demo preparation_Object_activity logged task call;Activity;;Succession[activity logged task demo preparation, activity logged task call] | | |;Binary;set();set();Precedence;activity logged task demo preparation;activity logged task call;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task demo preparation': 0.5487136840820312, 'activity logged task call': 0.5197871327400208};0.534250408411026;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task demo preparation_Object_activity logged task call;0.5208253675699234;['Activity logged: Task (Demo Preparation)'];['Activity logged: Task (Call)'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task demo preparation_Object_activity logged task call;992
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task demo preparation_Object_activity logged task questionnaire;Activity;;Succession[activity logged task demo preparation, activity logged task questionnaire] | | |;Binary;set();set();Precedence;activity logged task demo preparation;activity logged task questionnaire;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task demo preparation': 0.5487136840820312, 'activity logged task questionnaire': 0.5502148270606995};0.5494642555713654;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task demo preparation_Object_activity logged task questionnaire;0.5345178300142288;['Activity logged: Task (Demo Preparation)'];['Activity logged: Task (Questionnaire)'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task demo preparation_Object_activity logged task questionnaire;96
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task demo preparation_Object_activity logged task standard online demo;Activity;;Succession[activity logged task demo preparation, activity logged task standard online demo] | | |;Binary;set();set();Precedence;activity logged task demo preparation;activity logged task standard online demo;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task demo preparation': 0.5487136840820312, 'activity logged task standard online demo': 0.5081995725631714};0.5284566283226013;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task demo preparation_Object_activity logged task standard online demo;0.5156109654903412;['Activity logged: Task (Demo Preparation)'];['Activity logged: Task (Standard Online Demo)'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task demo preparation_Object_activity logged task standard online demo;124
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task demo preparation_Object_activity logged task discovery qualification;Activity;;Succession[activity logged task demo preparation, activity logged task discovery qualification] | | |;Binary;set();set();Precedence;activity logged task demo preparation;activity logged task discovery qualification;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task demo preparation': 0.5487136840820312, 'activity logged task discovery qualification': 0.533447265625};0.5410804748535156;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task demo preparation_Object_activity logged task discovery qualification;0.5269724273681641;['Activity logged: Task (Demo Preparation)'];['Activity logged: Task (Discovery / Qualification)'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task demo preparation_Object_activity logged task discovery qualification;98
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task demo preparation_Object_activity logged task poc;Activity;;Succession[activity logged task demo preparation, activity logged task poc] | | |;Binary;set();set();Precedence;activity logged task demo preparation;activity logged task poc;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task demo preparation': 0.5487136840820312, 'activity logged task poc': 0.5317460894584656};0.5402298867702484;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task demo preparation_Object_activity logged task poc;0.5262068980932236;['Activity logged: Task (Demo Preparation)'];['Activity logged: Task (POC)'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task demo preparation_Object_activity logged task poc;71
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task web demo_Object_activity logged call;Activity;;Succession[activity logged task web demo, activity logged call] | | |;Binary;set();set();Precedence;activity logged task web demo;activity logged call;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task web demo': 0.5057643055915833, 'activity logged call': 0.554847776889801};0.5303060412406921;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task web demo_Object_activity logged call;0.5172754371166229;['Activity logged: Task (Web Demo)'];['Activity logged: Call'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task web demo_Object_activity logged call;21491
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task web demo_Object_activity logged task;Activity;;Succession[activity logged task web demo, activity logged task] | | |;Binary;set();set();Precedence;activity logged task web demo;activity logged task;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task web demo': 0.5057643055915833, 'activity logged task': 0.5572495460510254};0.5315069258213043;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task web demo_Object_activity logged task;0.5183562332391739;['Activity logged: Task (Web Demo)'];['Activity logged: Task'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task web demo_Object_activity logged task;8385
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task web demo_Object_activity logged task call;Activity;;Succession[activity logged task web demo, activity logged task call] | | |;Binary;set();set();Precedence;activity logged task web demo;activity logged task call;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task web demo': 0.5057643055915833, 'activity logged task call': 0.5197871327400208};0.512775719165802;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task web demo_Object_activity logged task call;0.5014981472492218;['Activity logged: Task (Web Demo)'];['Activity logged: Task (Call)'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task web demo_Object_activity logged task call;946
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task web demo_Object_activity logged task questionnaire;Activity;;Succession[activity logged task web demo, activity logged task questionnaire] | | |;Binary;set();set();Precedence;activity logged task web demo;activity logged task questionnaire;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task web demo': 0.5057643055915833, 'activity logged task questionnaire': 0.5502148270606995};0.5279895663261414;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task web demo_Object_activity logged task questionnaire;0.5151906096935273;['Activity logged: Task (Web Demo)'];['Activity logged: Task (Questionnaire)'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task web demo_Object_activity logged task questionnaire;63
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task web demo_Object_activity logged task demo preparation;Activity;;Succession[activity logged task web demo, activity logged task demo preparation] | | |;Binary;set();set();Precedence;activity logged task web demo;activity logged task demo preparation;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task web demo': 0.5057643055915833, 'activity logged task demo preparation': 0.550890326499939};0.5283273160457611;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task web demo_Object_activity logged task demo preparation;0.515494584441185;['Activity logged: Task (Web Demo)'];['Activity logged: Task (Demo Preparation)'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task web demo_Object_activity logged task demo preparation;86
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task web demo_Object_activity logged task discovery qualification;Activity;;Succession[activity logged task web demo, activity logged task discovery qualification] | | |;Binary;set();set();Precedence;activity logged task web demo;activity logged task discovery qualification;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task web demo': 0.5057643055915833, 'activity logged task discovery qualification': 0.533447265625};0.5196057856082916;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task web demo_Object_activity logged task discovery qualification;0.5076452070474625;['Activity logged: Task (Web Demo)'];['Activity logged: Task (Discovery / Qualification)'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task web demo_Object_activity logged task discovery qualification;63
c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task web demo_Object_activity logged task poc;Activity;;Succession[activity logged task web demo, activity logged task poc] | | |;Binary;set();set();Precedence;activity logged task web demo;activity logged task poc;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task web demo': 0.5057643055915833, 'activity logged task poc': 0.5317460894584656};0.5187551975250244;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task web demo_Object_activity logged task poc;0.506879677772522;['Activity logged: Task (Web Demo)'];['Activity logged: Task (POC)'];c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task web demo_Object_activity logged task poc;33
