Level;Object;constraint_string;op_type;dictionary;data_object;template;left_op;right_op;support;nat_lang_template;label_based_generality;object_based_generality;name_based_generality;individual_relevance_scores;semantic_based_relevance;fitted_obs_id;relevance_score;log_label_left;log_label_right
Activity;;Succession[activity logged task demo preparation, activity logged task questionnaire] | | |;Binary;set();set();Precedence;activity logged task demo preparation;activity logged task questionnaire;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task demo preparation': 0.5487136840820312, 'activity logged task questionnaire': 0.5502148270606995};0.5494642555713654;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task demo preparation_Object_activity logged task questionnaire;0.5345178300142288;['Activity logged: Task (Demo Preparation)'];['Activity logged: Task (Questionnaire)']
Activity;;Succession[activity logged task demo preparation, activity logged task standard online demo] | | |;Binary;set();set();Precedence;activity logged task demo preparation;activity logged task standard online demo;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task demo preparation': 0.5487136840820312, 'activity logged task standard online demo': 0.5081995725631714};0.5284566283226013;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task demo preparation_Object_activity logged task standard online demo;0.5156109654903412;['Activity logged: Task (Demo Preparation)'];['Activity logged: Task (Standard Online Demo)']
Activity;;Succession[activity logged task demo preparation, activity logged task discovery qualification] | | |;Binary;set();set();Precedence;activity logged task demo preparation;activity logged task discovery qualification;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task demo preparation': 0.5487136840820312, 'activity logged task discovery qualification': 0.533447265625};0.5410804748535156;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task demo preparation_Object_activity logged task discovery qualification;0.5269724273681641;['Activity logged: Task (Demo Preparation)'];['Activity logged: Task (Discovery / Qualification)']
Activity;;Succession[activity logged task demo preparation, activity logged task poc] | | |;Binary;set();set();Precedence;activity logged task demo preparation;activity logged task poc;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task demo preparation': 0.5487136840820312, 'activity logged task poc': 0.5317460894584656};0.5402298867702484;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task demo preparation_Object_activity logged task poc;0.5262068980932236;['Activity logged: Task (Demo Preparation)'];['Activity logged: Task (POC)']
Activity;;Succession[activity logged task web demo, activity logged call] | | |;Binary;set();set();Precedence;activity logged task web demo;activity logged call;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task web demo': 0.5057643055915833, 'activity logged call': 0.554847776889801};0.5303060412406921;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task web demo_Object_activity logged call;0.5172754371166229;['Activity logged: Task (Web Demo)'];['Activity logged: Call']
Activity;;Succession[activity logged task web demo, activity logged task] | | |;Binary;set();set();Precedence;activity logged task web demo;activity logged task;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task web demo': 0.5057643055915833, 'activity logged task': 0.5572495460510254};0.5315069258213043;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task web demo_Object_activity logged task;0.5183562332391739;['Activity logged: Task (Web Demo)'];['Activity logged: Task']
Activity;;Succession[activity logged task web demo, activity logged task call] | | |;Binary;set();set();Precedence;activity logged task web demo;activity logged task call;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task web demo': 0.5057643055915833, 'activity logged task call': 0.5197871327400208};0.512775719165802;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task web demo_Object_activity logged task call;0.5014981472492218;['Activity logged: Task (Web Demo)'];['Activity logged: Task (Call)']
Activity;;Succession[activity logged task web demo, activity logged task questionnaire] | | |;Binary;set();set();Precedence;activity logged task web demo;activity logged task questionnaire;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task web demo': 0.5057643055915833, 'activity logged task questionnaire': 0.5502148270606995};0.5279895663261414;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task web demo_Object_activity logged task questionnaire;0.5151906096935273;['Activity logged: Task (Web Demo)'];['Activity logged: Task (Questionnaire)']
Activity;;Succession[activity logged task web demo, activity logged task demo preparation] | | |;Binary;set();set();Precedence;activity logged task web demo;activity logged task demo preparation;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task web demo': 0.5057643055915833, 'activity logged task demo preparation': 0.550890326499939};0.5283273160457611;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task web demo_Object_activity logged task demo preparation;0.515494584441185;['Activity logged: Task (Web Demo)'];['Activity logged: Task (Demo Preparation)']
Activity;;Succession[activity logged task web demo, activity logged task discovery qualification] | | |;Binary;set();set();Precedence;activity logged task web demo;activity logged task discovery qualification;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task web demo': 0.5057643055915833, 'activity logged task discovery qualification': 0.533447265625};0.5196057856082916;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task web demo_Object_activity logged task discovery qualification;0.5076452070474625;['Activity logged: Task (Web Demo)'];['Activity logged: Task (Discovery / Qualification)']
Activity;;Succession[activity logged task web demo, activity logged task poc] | | |;Binary;set();set();Precedence;activity logged task web demo;activity logged task poc;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task web demo': 0.5057643055915833, 'activity logged task poc': 0.5317460894584656};0.5187551975250244;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task web demo_Object_activity logged task poc;0.506879677772522;['Activity logged: Task (Web Demo)'];['Activity logged: Task (POC)']
Activity;;Succession[activity logged task web demo, activity logged task training] | | |;Binary;set();set();Precedence;activity logged task web demo;activity logged task training;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task web demo': 0.5057643055915833, 'activity logged task training': 0.5258381962776184};0.5158012509346008;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task web demo_Object_activity logged task training;0.5042211258411408;['Activity logged: Task (Web Demo)'];['Activity logged: Task (Training)']
Activity;;Succession[activity logged task training, activity logged task call] | | |;Binary;set();set();Precedence;activity logged task training;activity logged task call;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task training': 0.5133259892463684, 'activity logged task call': 0.5197871327400208};0.5165565609931946;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task training_Object_activity logged task call;0.5049009048938752;['Activity logged: Task (Training)'];['Activity logged: Task (Call)']
Activity;;Succession[activity logged task training, activity logged task questionnaire] | | |;Binary;set();set();Precedence;activity logged task training;activity logged task questionnaire;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task training': 0.5133259892463684, 'activity logged task questionnaire': 0.5502148270606995};0.5317704081535339;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task training_Object_activity logged task questionnaire;0.5185933673381805;['Activity logged: Task (Training)'];['Activity logged: Task (Questionnaire)']
Activity;;Succession[activity logged task training, activity logged task demo preparation] | | |;Binary;set();set();Precedence;activity logged task training;activity logged task demo preparation;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task training': 0.5133259892463684, 'activity logged task demo preparation': 0.550890326499939};0.5321081578731537;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task training_Object_activity logged task demo preparation;0.5188973420858384;['Activity logged: Task (Training)'];['Activity logged: Task (Demo Preparation)']
Activity;;Succession[activity logged task training, activity logged task discovery qualification] | | |;Binary;set();set();Precedence;activity logged task training;activity logged task discovery qualification;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task training': 0.5133259892463684, 'activity logged task discovery qualification': 0.533447265625};0.5233866274356842;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task training_Object_activity logged task discovery qualification;0.5110479646921158;['Activity logged: Task (Training)'];['Activity logged: Task (Discovery / Qualification)']
Activity;;Succession[activity logged task training, activity logged task poc] | | |;Binary;set();set();Precedence;activity logged task training;activity logged task poc;4;{1} occurs if and only if it is followed by {2};0.7875750636061033;0.9181614387780428;0.0;{'activity logged task training': 0.5133259892463684, 'activity logged task poc': 0.5317460894584656};0.522536039352417;c0d54319-68cf-4914-a97a-91e806893fe0_Object_activity logged task training_Object_activity logged task poc;0.5102824354171753;['Activity logged: Task (Training)'];['Activity logged: Task (POC)']
Activity;;Co-Existence[activity logged call, activity logged task call] | | |;Binary;set();set();Responded Existence;activity logged call;activity logged task call;4;if {1} occurs, then {2} occurs as well, and vice versa;0.5861576894919078;0.666090577840805;0.0;{'activity logged call': 0.5327697992324829, 'activity logged task call': 0.5197871327400208};0.5262784659862518;3c809b12-a92a-4047-8fa7-d67f9269ee8c_Object_activity logged call_Object_activity logged task call;0.5136506193876267;['Activity logged: Call'];['Activity logged: Task (Call)']
Activity;;Co-Existence[activity logged call, activity logged task questionnaire] | | |;Binary;set();set();Responded Existence;activity logged call;activity logged task questionnaire;4;if {1} occurs, then {2} occurs as well, and vice versa;0.5861576894919078;0.666090577840805;0.0;{'activity logged call': 0.5327697992324829, 'activity logged task questionnaire': 0.5502148270606995};0.5414923131465912;3c809b12-a92a-4047-8fa7-d67f9269ee8c_Object_activity logged call_Object_activity logged task questionnaire;0.5273430818319321;['Activity logged: Call'];['Activity logged: Task (Questionnaire)']
Activity;;Co-Existence[activity logged call, activity logged task standard online demo] | | |;Binary;set();set();Responded Existence;activity logged call;activity logged task standard online demo;4;if {1} occurs, then {2} occurs as well, and vice versa;0.5861576894919078;0.666090577840805;0.0;{'activity logged call': 0.5327697992324829, 'activity logged task standard online demo': 0.5081995725631714};0.5204846858978271;3c809b12-a92a-4047-8fa7-d67f9269ee8c_Object_activity logged call_Object_activity logged task standard online demo;0.5084362173080444;['Activity logged: Call'];['Activity logged: Task (Standard Online Demo)']
Activity;;Co-Existence[activity logged call, activity logged task demo preparation] | | |;Binary;set();set();Responded Existence;activity logged call;activity logged task demo preparation;4;if {1} occurs, then {2} occurs as well, and vice versa;0.5861576894919078;0.666090577840805;0.0;{'activity logged call': 0.5327697992324829, 'activity logged task demo preparation': 0.550890326499939};0.5418300628662109;3c809b12-a92a-4047-8fa7-d67f9269ee8c_Object_activity logged call_Object_activity logged task demo preparation;0.5276470565795899;['Activity logged: Call'];['Activity logged: Task (Demo Preparation)']
Activity;;Co-Existence[activity logged call, activity logged task discovery qualification] | | |;Binary;set();set();Responded Existence;activity logged call;activity logged task discovery qualification;4;if {1} occurs, then {2} occurs as well, and vice versa;0.5861576894919078;0.666090577840805;0.0;{'activity logged call': 0.5327697992324829, 'activity logged task discovery qualification': 0.533447265625};0.5331085324287415;3c809b12-a92a-4047-8fa7-d67f9269ee8c_Object_activity logged call_Object_activity logged task discovery qualification;0.5197976791858673;['Activity logged: Call'];['Activity logged: Task (Discovery / Qualification)']
Activity;;Co-Existence[activity logged call, activity logged task poc] | | |;Binary;set();set();Responded Existence;activity logged call;activity logged task poc;4;if {1} occurs, then {2} occurs as well, and vice versa;0.5861576894919078;0.666090577840805;0.0;{'activity logged call': 0.5327697992324829, 'activity logged task poc': 0.5317460894584656};0.5322579443454742;3c809b12-a92a-4047-8fa7-d67f9269ee8c_Object_activity logged call_Object_activity logged task poc;0.5190321499109268;['Activity logged: Call'];['Activity logged: Task (POC)']
Activity;;Co-Existence[activity logged call, activity logged task training] | | |;Binary;set();set();Responded Existence;activity logged call;activity logged task training;4;if {1} occurs, then {2} occurs as well, and vice versa;0.5861576894919078;0.666090577840805;0.0;{'activity logged call': 0.5327697992324829, 'activity logged task training': 0.5258381962776184};0.5293039977550507;3c809b12-a92a-4047-8fa7-d67f9269ee8c_Object_activity logged call_Object_activity logged task training;0.5163735979795456;['Activity logged: Call'];['Activity logged: Task (Training)']
Activity;;Co-Existence[activity logged task, activity logged call] | | |;Binary;set();set();Responded Existence;activity logged task;activity logged call;4;if {1} occurs, then {2} occurs as well, and vice versa;0.5861576894919078;0.666090577840805;0.0;{'activity logged task': 0.5336385369300842, 'activity logged call': 0.554847776889801};0.5442431569099426;3c809b12-a92a-4047-8fa7-d67f9269ee8c_Object_activity logged task_Object_activity logged call;0.5298188412189484;['Activity logged: Task'];['Activity logged: Call']
Activity;;Co-Existence[activity logged task, activity logged task call] | | |;Binary;set();set();Responded Existence;activity logged task;activity logged task call;4;if {1} occurs, then {2} occurs as well, and vice versa;0.5861576894919078;0.666090577840805;0.0;{'activity logged task': 0.5336385369300842, 'activity logged task call': 0.5197871327400208};0.5267128348350525;3c809b12-a92a-4047-8fa7-d67f9269ee8c_Object_activity logged task_Object_activity logged task call;0.5140415513515473;['Activity logged: Task'];['Activity logged: Task (Call)']
Activity;;Co-Existence[activity logged task, activity logged task questionnaire] | | |;Binary;set();set();Responded Existence;activity logged task;activity logged task questionnaire;4;if {1} occurs, then {2} occurs as well, and vice versa;0.5861576894919078;0.666090577840805;0.0;{'activity logged task': 0.5336385369300842, 'activity logged task questionnaire': 0.5502148270606995};0.5419266819953918;3c809b12-a92a-4047-8fa7-d67f9269ee8c_Object_activity logged task_Object_activity logged task questionnaire;0.5277340137958527;['Activity logged: Task'];['Activity logged: Task (Questionnaire)']
Activity;;Co-Existence[activity logged task, activity logged task standard online demo] | | |;Binary;set();set();Responded Existence;activity logged task;activity logged task standard online demo;4;if {1} occurs, then {2} occurs as well, and vice versa;0.5861576894919078;0.666090577840805;0.0;{'activity logged task': 0.5336385369300842, 'activity logged task standard online demo': 0.5081995725631714};0.5209190547466278;3c809b12-a92a-4047-8fa7-d67f9269ee8c_Object_activity logged task_Object_activity logged task standard online demo;0.508827149271965;['Activity logged: Task'];['Activity logged: Task (Standard Online Demo)']
Activity;;Co-Existence[activity logged task, activity logged task demo preparation] | | |;Binary;set();set();Responded Existence;activity logged task;activity logged task demo preparation;4;if {1} occurs, then {2} occurs as well, and vice versa;0.5861576894919078;0.666090577840805;0.0;{'activity logged task': 0.5336385369300842, 'activity logged task demo preparation': 0.550890326499939};0.5422644317150116;3c809b12-a92a-4047-8fa7-d67f9269ee8c_Object_activity logged task_Object_activity logged task demo preparation;0.5280379885435105;['Activity logged: Task'];['Activity logged: Task (Demo Preparation)']
Activity;;Co-Existence[activity logged task, activity logged task discovery qualification] | | |;Binary;set();set();Responded Existence;activity logged task;activity logged task discovery qualification;4;if {1} occurs, then {2} occurs as well, and vice versa;0.5861576894919078;0.666090577840805;0.0;{'activity logged task': 0.5336385369300842, 'activity logged task discovery qualification': 0.533447265625};0.5335429012775421;3c809b12-a92a-4047-8fa7-d67f9269ee8c_Object_activity logged task_Object_activity logged task discovery qualification;0.5201886111497879;['Activity logged: Task'];['Activity logged: Task (Discovery / Qualification)']
Activity;;Co-Existence[activity logged task, activity logged task poc] | | |;Binary;set();set();Responded Existence;activity logged task;activity logged task poc;4;if {1} occurs, then {2} occurs as well, and vice versa;0.5861576894919078;0.666090577840805;0.0;{'activity logged task': 0.5336385369300842, 'activity logged task poc': 0.5317460894584656};0.5326923131942749;3c809b12-a92a-4047-8fa7-d67f9269ee8c_Object_activity logged task_Object_activity logged task poc;0.5194230818748474;['Activity logged: Task'];['Activity logged: Task (POC)']
Activity;;Co-Existence[activity logged task, activity logged task training] | | |;Binary;set();set();Responded Existence;activity logged task;activity logged task training;4;if {1} occurs, then {2} occurs as well, and vice versa;0.5861576894919078;0.666090577840805;0.0;{'activity logged task': 0.5336385369300842, 'activity logged task training': 0.5258381962776184};0.5297383666038513;3c809b12-a92a-4047-8fa7-d67f9269ee8c_Object_activity logged task_Object_activity logged task training;0.5167645299434662;['Activity logged: Task'];['Activity logged: Task (Training)']
Activity;;Co-Existence[activity logged task custom online demo, activity logged call] | | |;Binary;set();set();Responded Existence;activity logged task custom online demo;activity logged call;4;if {1} occurs, then {2} occurs as well, and vice versa;0.5861576894919078;0.666090577840805;0.0;{'activity logged task custom online demo': 0.5001252889633179, 'activity logged call': 0.554847776889801};0.5274865329265594;3c809b12-a92a-4047-8fa7-d67f9269ee8c_Object_activity logged task custom online demo_Object_activity logged call;0.5147378796339035;['Activity logged: Task (Custom Online Demo)'];['Activity logged: Call']
Activity;;Co-Existence[activity logged task custom online demo, activity logged task] | | |;Binary;set();set();Responded Existence;activity logged task custom online demo;activity logged task;4;if {1} occurs, then {2} occurs as well, and vice versa;0.5861576894919078;0.666090577840805;0.0;{'activity logged task custom online demo': 0.5001252889633179, 'activity logged task': 0.5572495460510254};0.5286874175071716;3c809b12-a92a-4047-8fa7-d67f9269ee8c_Object_activity logged task custom online demo_Object_activity logged task;0.5158186757564545;['Activity logged: Task (Custom Online Demo)'];['Activity logged: Task']
Activity;;Co-Existence[activity logged task custom online demo, activity logged task questionnaire] | | |;Binary;set();set();Responded Existence;activity logged task custom online demo;activity logged task questionnaire;4;if {1} occurs, then {2} occurs as well, and vice versa;0.5861576894919078;0.666090577840805;0.0;{'activity logged task custom online demo': 0.5001252889633179, 'activity logged task questionnaire': 0.5502148270606995};0.5251700580120087;3c809b12-a92a-4047-8fa7-d67f9269ee8c_Object_activity logged task custom online demo_Object_activity logged task questionnaire;0.5126530522108078;['Activity logged: Task (Custom Online Demo)'];['Activity logged: Task (Questionnaire)']
Activity;;Co-Existence[activity logged task custom online demo, activity logged task demo preparation] | | |;Binary;set();set();Responded Existence;activity logged task custom online demo;activity logged task demo preparation;4;if {1} occurs, then {2} occurs as well, and vice versa;0.5861576894919078;0.666090577840805;0.0;{'activity logged task custom online demo': 0.5001252889633179, 'activity logged task demo preparation': 0.550890326499939};0.5255078077316284;3c809b12-a92a-4047-8fa7-d67f9269ee8c_Object_activity logged task custom online demo_Object_activity logged task demo preparation;0.5129570269584656;['Activity logged: Task (Custom Online Demo)'];['Activity logged: Task (Demo Preparation)']
Activity;;Co-Existence[activity logged task custom online demo, activity logged task discovery qualification] | | |;Binary;set();set();Responded Existence;activity logged task custom online demo;activity logged task discovery qualification;4;if {1} occurs, then {2} occurs as well, and vice versa;0.5861576894919078;0.666090577840805;0.0;{'activity logged task custom online demo': 0.5001252889633179, 'activity logged task discovery qualification': 0.533447265625};0.5167862772941589;3c809b12-a92a-4047-8fa7-d67f9269ee8c_Object_activity logged task custom online demo_Object_activity logged task discovery qualification;0.5051076495647431;['Activity logged: Task (Custom Online Demo)'];['Activity logged: Task (Discovery / Qualification)']
Activity;;Co-Existence[activity logged task custom online demo, activity logged task poc] | | |;Binary;set();set();Responded Existence;activity logged task custom online demo;activity logged task poc;4;if {1} occurs, then {2} occurs as well, and vice versa;0.5861576894919078;0.666090577840805;0.0;{'activity logged task custom online demo': 0.5001252889633179, 'activity logged task poc': 0.5317460894584656};0.5159356892108917;3c809b12-a92a-4047-8fa7-d67f9269ee8c_Object_activity logged task custom online demo_Object_activity logged task poc;0.5043421202898025;['Activity logged: Task (Custom Online Demo)'];['Activity logged: Task (POC)']
Activity;;Co-Existence[activity logged task custom online demo, activity logged task training] | | |;Binary;set();set();Responded Existence;activity logged task custom online demo;activity logged task training;4;if {1} occurs, then {2} occurs as well, and vice versa;0.5861576894919078;0.666090577840805;0.0;{'activity logged task custom online demo': 0.5001252889633179, 'activity logged task training': 0.5258381962776184};0.5129817426204681;3c809b12-a92a-4047-8fa7-d67f9269ee8c_Object_activity logged task custom online demo_Object_activity logged task training;0.5016835683584213;['Activity logged: Task (Custom Online Demo)'];['Activity logged: Task (Training)']
Activity;;Co-Existence[activity logged task demo preparation, activity logged task call] | | |;Binary;set();set();Responded Existence;activity logged task demo preparation;activity logged task call;4;if {1} occurs, then {2} occurs as well, and vice versa;0.5861576894919078;0.666090577840805;0.0;{'activity logged task demo preparation': 0.5487136840820312, 'activity logged task call': 0.5197871327400208};0.534250408411026;3c809b12-a92a-4047-8fa7-d67f9269ee8c_Object_activity logged task demo preparation_Object_activity logged task call;0.5208253675699234;['Activity logged: Task (Demo Preparation)'];['Activity logged: Task (Call)']
Activity;;Co-Existence[activity logged task demo preparation, activity logged task questionnaire] | | |;Binary;set();set();Responded Existence;activity logged task demo preparation;activity logged task questionnaire;4;if {1} occurs, then {2} occurs as well, and vice versa;0.5861576894919078;0.666090577840805;0.0;{'activity logged task demo preparation': 0.5487136840820312, 'activity logged task questionnaire': 0.5502148270606995};0.5494642555713654;3c809b12-a92a-4047-8fa7-d67f9269ee8c_Object_activity logged task demo preparation_Object_activity logged task questionnaire;0.5345178300142288;['Activity logged: Task (Demo Preparation)'];['Activity logged: Task (Questionnaire)']
Activity;;Co-Existence[activity logged task demo preparation, activity logged task standard online demo] | | |;Binary;set();set();Responded Existence;activity logged task demo preparation;activity logged task standard online demo;4;if {1} occurs, then {2} occurs as well, and vice versa;0.5861576894919078;0.666090577840805;0.0;{'activity logged task demo preparation': 0.5487136840820312, 'activity logged task standard online demo': 0.5081995725631714};0.5284566283226013;3c809b12-a92a-4047-8fa7-d67f9269ee8c_Object_activity logged task demo preparation_Object_activity logged task standard online demo;0.5156109654903412;['Activity logged: Task (Demo Preparation)'];['Activity logged: Task (Standard Online Demo)']
Activity;;Co-Existence[activity logged task demo preparation, activity logged task discovery qualification] | | |;Binary;set();set();Responded Existence;activity logged task demo preparation;activity logged task discovery qualification;4;if {1} occurs, then {2} occurs as well, and vice versa;0.5861576894919078;0.666090577840805;0.0;{'activity logged task demo preparation': 0.5487136840820312, 'activity logged task discovery qualification': 0.533447265625};0.5410804748535156;3c809b12-a92a-4047-8fa7-d67f9269ee8c_Object_activity logged task demo preparation_Object_activity logged task discovery qualification;0.5269724273681641;['Activity logged: Task (Demo Preparation)'];['Activity logged: Task (Discovery / Qualification)']
Activity;;Co-Existence[activity logged task demo preparation, activity logged task poc] | | |;Binary;set();set();Responded Existence;activity logged task demo preparation;activity logged task poc;4;if {1} occurs, then {2} occurs as well, and vice versa;0.5861576894919078;0.666090577840805;0.0;{'activity logged task demo preparation': 0.5487136840820312, 'activity logged task poc': 0.5317460894584656};0.5402298867702484;3c809b12-a92a-4047-8fa7-d67f9269ee8c_Object_activity logged task demo preparation_Object_activity logged task poc;0.5262068980932236;['Activity logged: Task (Demo Preparation)'];['Activity logged: Task (POC)']
Activity;;Co-Existence[activity logged task web demo, activity logged call] | | |;Binary;set();set();Responded Existence;activity logged task web demo;activity logged call;4;if {1} occurs, then {2} occurs as well, and vice versa;0.5861576894919078;0.666090577840805;0.0;{'activity logged task web demo': 0.5057643055915833, 'activity logged call': 0.554847776889801};0.5303060412406921;3c809b12-a92a-4047-8fa7-d67f9269ee8c_Object_activity logged task web demo_Object_activity logged call;0.5172754371166229;['Activity logged: Task (Web Demo)'];['Activity logged: Call']
Activity;;Co-Existence[activity logged task web demo, activity logged task] | | |;Binary;set();set();Responded Existence;activity logged task web demo;activity logged task;4;if {1} occurs, then {2} occurs as well, and vice versa;0.5861576894919078;0.666090577840805;0.0;{'activity logged task web demo': 0.5057643055915833, 'activity logged task': 0.5572495460510254};0.5315069258213043;3c809b12-a92a-4047-8fa7-d67f9269ee8c_Object_activity logged task web demo_Object_activity logged task;0.5183562332391739;['Activity logged: Task (Web Demo)'];['Activity logged: Task']
Activity;;Co-Existence[activity logged task web demo, activity logged task call] | | |;Binary;set();set();Responded Existence;activity logged task web demo;activity logged task call;4;if {1} occurs, then {2} occurs as well, and vice versa;0.5861576894919078;0.666090577840805;0.0;{'activity logged task web demo': 0.5057643055915833, 'activity logged task call': 0.5197871327400208};0.512775719165802;3c809b12-a92a-4047-8fa7-d67f9269ee8c_Object_activity logged task web demo_Object_activity logged task call;0.5014981472492218;['Activity logged: Task (Web Demo)'];['Activity logged: Task (Call)']
Activity;;Co-Existence[activity logged task web demo, activity logged task questionnaire] | | |;Binary;set();set();Responded Existence;activity logged task web demo;activity logged task questionnaire;4;if {1} occurs, then {2} occurs as well, and vice versa;0.5861576894919078;0.666090577840805;0.0;{'activity logged task web demo': 0.5057643055915833, 'activity logged task questionnaire': 0.5502148270606995};0.5279895663261414;3c809b12-a92a-4047-8fa7-d67f9269ee8c_Object_activity logged task web demo_Object_activity logged task questionnaire;0.5151906096935273;['Activity logged: Task (Web Demo)'];['Activity logged: Task (Questionnaire)']
Activity;;Co-Existence[activity logged task web demo, activity logged task demo preparation] | | |;Binary;set();set();Responded Existence;activity logged task web demo;activity logged task demo preparation;4;if {1} occurs, then {2} occurs as well, and vice versa;0.5861576894919078;0.666090577840805;0.0;{'activity logged task web demo': 0.5057643055915833, 'activity logged task demo preparation': 0.550890326499939};0.5283273160457611;3c809b12-a92a-4047-8fa7-d67f9269ee8c_Object_activity logged task web demo_Object_activity logged task demo preparation;0.515494584441185;['Activity logged: Task (Web Demo)'];['Activity logged: Task (Demo Preparation)']
Activity;;Co-Existence[activity logged task web demo, activity logged task discovery qualification] | | |;Binary;set();set();Responded Existence;activity logged task web demo;activity logged task discovery qualification;4;if {1} occurs, then {2} occurs as well, and vice versa;0.5861576894919078;0.666090577840805;0.0;{'activity logged task web demo': 0.5057643055915833, 'activity logged task discovery qualification': 0.533447265625};0.5196057856082916;3c809b12-a92a-4047-8fa7-d67f9269ee8c_Object_activity logged task web demo_Object_activity logged task discovery qualification;0.5076452070474625;['Activity logged: Task (Web Demo)'];['Activity logged: Task (Discovery / Qualification)']
Activity;;Co-Existence[activity logged task web demo, activity logged task poc] | | |;Binary;set();set();Responded Existence;activity logged task web demo;activity logged task poc;4;if {1} occurs, then {2} occurs as well, and vice versa;0.5861576894919078;0.666090577840805;0.0;{'activity logged task web demo': 0.5057643055915833, 'activity logged task poc': 0.5317460894584656};0.5187551975250244;3c809b12-a92a-4047-8fa7-d67f9269ee8c_Object_activity logged task web demo_Object_activity logged task poc;0.506879677772522;['Activity logged: Task (Web Demo)'];['Activity logged: Task (POC)']
Activity;;Co-Existence[activity logged task web demo, activity logged task training] | | |;Binary;set();set();Responded Existence;activity logged task web demo;activity logged task training;4;if {1} occurs, then {2} occurs as well, and vice versa;0.5861576894919078;0.666090577840805;0.0;{'activity logged task web demo': 0.5057643055915833, 'activity logged task training': 0.5258381962776184};0.5158012509346008;3c809b12-a92a-4047-8fa7-d67f9269ee8c_Object_activity logged task web demo_Object_activity logged task training;0.5042211258411408;['Activity logged: Task (Web Demo)'];['Activity logged: Task (Training)']
Activity;;Co-Existence[activity logged task training, activity logged task call] | | |;Binary;set();set();Responded Existence;activity logged task training;activity logged task call;4;if {1} occurs, then {2} occurs as well, and vice versa;0.5861576894919078;0.666090577840805;0.0;{'activity logged task training': 0.5133259892463684, 'activity logged task call': 0.5197871327400208};0.5165565609931946;3c809b12-a92a-4047-8fa7-d67f9269ee8c_Object_activity logged task training_Object_activity logged task call;0.5049009048938752;['Activity logged: Task (Training)'];['Activity logged: Task (Call)']
Activity;;Co-Existence[activity logged task training, activity logged task questionnaire] | | |;Binary;set();set();Responded Existence;activity logged task training;activity logged task questionnaire;4;if {1} occurs, then {2} occurs as well, and vice versa;0.5861576894919078;0.666090577840805;0.0;{'activity logged task training': 0.5133259892463684, 'activity logged task questionnaire': 0.5502148270606995};0.5317704081535339;3c809b12-a92a-4047-8fa7-d67f9269ee8c_Object_activity logged task training_Object_activity logged task questionnaire;0.5185933673381805;['Activity logged: Task (Training)'];['Activity logged: Task (Questionnaire)']
